23.35.201.13
1	72.14.232.71
2	209.85.250.34
3	108.170.243.213
4	*
5	*
6	64.125.30.63
7	208.184.33.42
8	*
9	*
10	*
11	*
12	*
13	*
14	13.232.205.134
15	13.233.8.46
16	*
17	*
18	*
19	*
20	*
21	*
22	*
23	*
24	13.226.136.75
25	13.226.136.75
26	13.226.136.75
27	13.226.136.75
28	13.226.136.75
29	13.226.136.75
30	13.226.136.75
31	13.226.136.75
32	13.226.136.75
33	13.226.136.75
34	13.226.136.75
35	13.226.136.75
36	13.226.136.75
37	13.226.136.75
38	13.226.136.75
39	13.226.136.75
40	13.226.136.75
41	13.226.136.75
42	13.226.136.75
43	13.226.136.75
44	13.226.136.75
45	13.226.136.75
46	13.226.136.75
47	13.226.136.75
48	13.226.136.75
49	13.226.136.75
50	13.226.136.75
51	13.226.136.75
52	13.226.136.75
53	13.226.136.75
54	13.226.136.75
55	13.226.136.75
56	13.226.136.75
57	13.226.136.75
58	13.226.136.75
59	13.226.136.75
60	13.226.136.75
61	13.226.136.75
62	13.226.136.75
63	13.226.136.75
64	13.226.136.75
